,review,type
1183,"Брать не советую, только если подождать, когда цена упадет. Лучше взять S10+ За такие деньги я ожидал гораздо большего, цена ему 60к Понравился дизайн, экран (правда есть недостатки), камера хорошая. Так как самсунг на exynos, то он плохой, разряжается за 4 часа просмотра видео на ютубе (с моим прошлым Xs такого не было (Он у меня как второй телефон, я даже сравнил специально)), камера хорошая, но зачем здесь 100х зум??? Он здесь не нужен - никаких деталей, одно ""мыло"". Да и 8к никому не нужен, места занимает много, всего 5 минут можно снимать. Дисплей хороший, 120Гц, однако если вы захотите такую частоту, то жертвуйте разрешением, пиксели становятся видны и картинка зернистая. А при нормальном разрешении стандартные 60 Гц.",/img/svg/review-smile-2.svg
1184,"берите snapdragon может быть будет лучше а так телефон не стоит своих денег. большой и крутой дисплей, 120гц крутая функция камера откровенно ужасная, 8к вообще стыдно, 100х тоже. Кажется что мой старый s9+ снимает лучше, может быть прошивка плохая, но на прошивке которая щас стоит на смартфоне говорили что она исправит ошибки. Ужасный процессор, играть не возможно и постоянно уменьшает яркость и нельзя сделать поярче. Батарея очень сильно разочаровала, в s9+ мне не хватало батареи, когда брал s20ultra думал что будет хватать там же 5000мач, но мне её хватает всего на 4ч максимум это если сидеть в социальных сетях а если в игры играть то 2ч. Батарея отстойная.",/img/svg/review-smile-1.svg
1185,"НЕ ПОКУПАЙТЕ S20 ultra на Exinos , покупайте на Snapdragon. Недельный опыт пользования s20 Ultra. Шустрый, хорошие камеры. НЕ ПОКУПАЙТЕ S20 ultra на Exinos , покупайте на Snapdragon. Плохо распознает лицо и отпечатки пальцев. СИЛЬНО ГРЕЕТСЯ при игре в простом симуляторе ""Home Designer: Fix&Flop""",/img/svg/review-smile-3.svg
1186,"Его надо беречь как стекло и наче будет КАТАСТРОФА и лутше покупать его в кредит Камера 100X, 108mp просто шикарна камера батарея 5000 хватит на 1,5 дня 20 мин не прошло, а у него уже 100%. Дизайн 4 камеры. Выигрывает iphone 11 pro max и даже 12 pro max не тонет и очень много оперативной памяти!!! Отсутствует подстав проводных наушников, очень дорогой и хрупкий.Дорого обходится ремонт",/img/svg/review-smile-4.svg
1187,"отличная модель, очень понравилось Достойный аппарат Дисплей , камера , дизайн . Ждём обновления самсунг по автономности аккумулятора",/img/svg/review-smile-4.svg
1188,мне он нравится но не достатки есть мне он нравится только дорогой он снемает видео в 8К это круто + у него 4 камеры он слишком большой и не удобно носить в кармане и камеры не понятные,/img/svg/review-smile-3.svg
1189,"Треба купувати s10, s10+. Двацятка своєї ціни не виправдовує Жорстке розчарування. Не раджу купувати Батарея, великий екран, швидкість процесора Ергономіка- дуже незручна модель. Чомусь змінили розташування кнопок керування, та їх функціонал, стало геть незручно. Дратує дуже виступаючий блок камер, який до того ж з-за свого розміру замацьорується пальцями, треба не забувати перед фотографуванням протирати об'єктиви. Основні камери погано фокусуються при зьомці рухаючогося об'єкту. Фронтальна камера при низькому освітленні дуже довго налаштовується. Досить часто зависає інтернет (можливо згодом доопрацюють). Клавіатура - не виправили чуттєвість - як набирались замість одних букв інші, так і набираються. Незручний модуль написання символів. Не бачу ніяких більш-менш суттєвих іновацій",/img/svg/review-smile-1.svg
1190,"отличная модель, очень понравилось Камера Екран Батарея Дизайн Нет",/img/svg/review-smile-4.svg
1191,"Хороший повод обновится на максималках. Топовый флагман по своим характкристикам от Самсунг. Качественная сборка, более крепкое стекло горила глас 6 поколения. Отличный дисплей и звук. Быстрый, многофункциональный, особенно по части фото и видеосъемки. Понравилась функция увеличения частоты экрана до 120 герц, плавность прокрутки заметно увеличилась. Оптический зум реально делает удаленные объекты более четкими и читабельными. Хорошая автономность, есть реверсная беспроводная зарядка. Понравились функции Аудиозум и Один Кадр. Экран, функционал, производительность Немножко дороговато",/img/svg/review-smile-4.svg
1192,"отличная модель, очень понравилось Топ за свои деньги. Телеф норм Нету",/img/svg/review-smile-4.svg
1193,"топ за свои деньги телефон топ большой екран,хорошая батарея, памяти много, классный динамик -",/img/svg/review-smile-4.svg
1194,"отличная модель, очень понравилось Цена/качество Нет",/img/svg/review-smile-4.svg
1195,"Если бюджет маленький то берите,если больше у вас денег то берите что то лучше! Для бюджетника хороший Дешёвый,батарея на 5000 миллиампер После неск. Месяцев использование после включения телефона 1 мин тормозит",/img/svg/review-smile-3.svg
1196,Телефон отличный советую брать не требовательным геймервм или кому нужна аытоном Советую токо одно не берите на него цветной чехол это *****. Большой акамулятор .Делал краш тест выдержал падение с 7 метром . Мощный процессор подойдёт для геймеров . Для тех кто хочет его рутировать . Забудьте о этом его прошивка так вам вскипктит мозги что потом ну вы поняли .,/img/svg/review-smile-4.svg
1197,"отличная модель, очень понравилось Купил телефон неделю назад, очень доволен. 1) Большая ёмкость батареи целых 5000. 2) хорошая производительность. 3) камера 6/10 Пока что не заметил.",/img/svg/review-smile-4.svg
1198,"В данном ценовом сегменте ему нет равных. Купила на замену своему старому redmi 5A. Разница калосальная! Экран стал намного больше, лучше звук из динамиков, неплохая производительность. Качество фотографий стало намного лучше. Селфи камера в 1000 раз обошла своего давнего предка. Большой экран, классная камера, шустрый. По-прежнему не хватает сканера отпечатков пальца. В этом плане эволюция на состоялась...",/img/svg/review-smile-4.svg
1199,"Если есть деньги то берите что нибудь лучше, но если бюджета мало то берите его Камера,экран, проц, как-то средне но за эту цену впринципе норм. Но единственное мало оперативной памяти, но что вы ждали за эту цену? Аккумулятор, проц, и камера не плохая Малое количество оперативки",/img/svg/review-smile-3.svg
1200,"Всем, кому важна длительность работы, я советую этот телефон. Купил телефон чуть больше месяца назад. Ему придумали новый дизайн, что экран чуть-чуть выпирает. Мне такой стиль очень понравился. Батареи мне хватает на 2-3 дня. Такую длительность обеспечивают большая батарея и небольшое разрешение экрана. Тяжёлыми играми и программами не пользуюсь, поэтому лагов и подвисаний не обнаружил: работает быстро (как по мне). Дизайн, скорость работы, энергоёмкость. -",/img/svg/review-smile-4.svg
1201,На много усовершенствовали по дизайну в отличии от redmi 7a Пользуюсь версией 2/32 оперативной памяти не очень много Смартфон отличный за свои деньги с современным дизайном и долгой батареей Советую к покупке не пожалеете Но я б взял xiaomi redmi 7 для игр Берите 3/32 Наушники не может опредилить если накладные надо в настройках выбирать Наушники -и в низ там будет mi comfort Чтобы был басс,/img/svg/review-smile-4.svg
1202,"Мне нравится Хороший телефон, подходит всем. 3.2 камера со вспышкой, прочный чень!, можно сменить корпус, наличие передней камеры, много поддерживает форматов Не сенсор(. С годами крышка которая закрывае затвор камеры расшатуется.",/img/svg/review-smile-3.svg
1203,"отличная модель, очень понравилось -многозадачность до 7 запущеный java приложений -мощьный проц от смарта (все 2007 год. с нынешними не сравнивать) -ксенон (вам не важно какое время суток, какое освещение. все что в 2-3 метрах вы отлично запечатлите) -камера щас беру себе S8530 самсунг и уверен что камера на нём (5мпикс) хуже. про всю линейку нокии вообще молчу сроавнить можно только с n8 и то она возьмёт только за счёт разрешения -крепкий на бегу ронял его с с высоты 1,5 метра об плиты бетонные,в подвале топил,про тысячу падений с высоты 0.5-1 метр можно не упоминать... как то приспичило корпус поменять...пружинка куда то улетела, кнопка в ключения потерялась,в гневе тыкал телефон паяльником...в общем после этого ещё год юзал пока не выпал из кармана! (( -низкое разрешение видео -могут быть проблемы с джойстиком",/img/svg/review-smile-4.svg
1204,"в нашу эпоху это одно из лучших изобретений вы не пожалеете купив эту модель она просто супер Корпус,как корпус,падал с высоты одного метра и не разбился.Камера 3.2 Мпик.GPRS и интернет просто превосходные камера для видеовызова просто атас.Как люблю я свой телефон не передать словами скорость интернета маленькая",/img/svg/review-smile-4.svg
1205,"Прекрасная марка, я нисколько не пожалел, что пользовался им, а без друга! Перестал заряжаться или из-за зарядного устройства, или из-за гнезда, потом заражается но очень долго. Нужна помощь! С уважением доктор Буравцев Виктор Аркадьевич! Пркрасный фотоаппарат, очень удобен в работе, многофунционален, но у меня он работает бесспрерывно более 6 лет и нараканий на его работу нет! Если есть возможность купите и Вы никогда не пожалеете об этом маленьком чуде. При подсоединении кабеля питания, на дисплее телефона стала появляться налпись, ""прекратити заряду"", 2 года поменял аккумулятор, а вот новой ""запитки нет, не знаю, что деллать, говорят, что эти аппараты и запчасти к ним больше не выпускают. Что делать = хоть покупай новый, хотя аппарат совершенно читый, как новый - очень жалко! Помогите пожалуйста. Большое спасибо!",/img/svg/review-smile-4.svg
1206,"телефон отличный!! телефон бомба! в эксплуатации энное количество лет. второй тел уже поменял три можели, а Соньку отдавать совсем не хочется. много всего в ней интересного и полезного. и главный плюс - качество сборки - выдерживает бесчисленные падения )) прочность.функционал, простота использования обновить дизайн и цены б ему не было",/img/svg/review-smile-4.svg
1207,"Телефон+фото(почти)аппарат Для ТОГО (2007г) времени - БОМБА. Рационалисты могут взять и сейчас (за бесценок) - не прогадают. Если  ИМИДЖ - не главное. Променял его на Нокию 6700 классик. По-большому счёту, всё тоже самое (функционал)=  (-) шторка на камере (где попадя не бросишь)(+) внешний вид (габариты - в 2 раза тоньше, блеск хрома)(+)ЖПС(+)дисплей классом выше (+)батарея чуть подольше (-)цена в 2 раза выше(и вряд ли упадет). 1.Камера (фото - шикарные, как для телефона). Многие смотрят на пиксели и забывают про широкоугольность обьектива и оптику. Здесь всего(по меркам 2011г) 3.2 МП, но фото при хорошем освещении не уступает современным цифромыльницам.2.Шторка на камере. Почему ЭТОГО не делают сейчас? Кто поспорит, что обьективом лучше не елозитть по микро-песочку/микро-пыли, которые всегда в изобилии в кармане, барсетке и т.д. чихнуть можно с 0.5 м. Хотя лучшая реализация идеи - шторки в К770(но там камера уже не та). Здесь конечно такая себе БАЛДА.3.Хороший звук.4.Прочный корпус (падал на асфальт - 2 микроцарапины)как бы прорезиненый. 1.Сколь хорошее фото столь ЗАБИТО на видео. Ужасное. Зачем такое вообще...2.Конструкция шторки камеры. Большая и неудобная, бывает открывается при извлечении из наременного чехла. В К770 куда продуманнее.3. Характерный глюк для этой модели (часто встречающийся по отзывам на форумах) - ОТКАЗ ПРИ ЗАРЯДКЕ. Случилось и у меня через 1.5 года эксплуатации. Перепрошился на СиниЭрикссон апдейт.",/img/svg/review-smile-3.svg
1208,"советую отличный мобил) пользуюсь этим телефоном уже 4ре года, очень радует камера (все снимаю на тел. и не обламываюсь)так как активная эксплуатация тел. привела к некрасивому внешнему виду, я случайно (не оч дорого)купил айфон 3g но не как не могу перескочить с любимого к800i)в общем решил айфон продать и купить новый к850)))) спустя 3 года эксплуатации, начались проблемы с зарядкой пишет (отказ при зарядке)вынешь/вставишь (зарядник) и все ок.",/img/svg/review-smile-4.svg
1209,"Лучший смартфон на рынке Если нужен топовый, беспроблемный телефон с отличными приложениями, который РАБОТАЕТ, то рекомендую покупать. Если нет возможности привезти подешевле из-за бугра, стоит подождать, чтобы спали цены, которые сейчас удивляют. Только сегодня получил iPhone 5. Опасался неприятных сюрпризов из-за плохой прессы, но скажу, что Apple опять попал в яблочко! Телефон заметно лучше, чем уже отличный 4/4S. Телефон заметно легче, экран лучший из тех, что я видел, работает очень быстро. Качество связи лучшее, что я слышал. Звук лучше, чем в предыдущем iPhone. Наушники в комплекте лучшие портативные наушники, у меня есть хорошие Sennheiser CX 980, которые стоили мне более 200 баксов, так вот родные уши iPhone 5 дают аналогичное качество воспроизведения (хотя и не такие стильные как Sennheiser). Это не революционный продукт, но эволюция радует. По работе использую 2 телефона, поэтому могу сравнивать с Samsung Galaxy Nexus - iPhone выигрывает по всем параметрам: удобнее, стильнее, быстрее. Приложение Карты идет не от Google, поэтому покрытие по Украине хромает, можно использовать как навигатор с голосовыми подсказками, но в случае проблем рекомендую приложение от Яндекса. Это решает проблему.",/img/svg/review-smile-4.svg
1210,"Выбирая между HTC one Sony Z Samsung s4 я выбрал iPhone 5 (5s еще не было) рад Телефон очень хороший, покупать советую в проверенный магазинах. Сам покупал в it-max очень доволен, пользуюсь уже 7 месяцев, заводских неполадок не находил. качество, ведь apple это всегда appl, всегда все работает, не бывает такого, что не запустилось то или иное приложение по неизвестной причине, в отличии от андроидов, где через одно приложение не открывается. Неплохая камера, жаль только нет передней HDR только на задней, но это исправлено в последующей модели. Относительно крепкий, неоднократно падал, но максимум что получал это царапины на боках. Очень уж дорогое обслуживание, например чехол на него стоит 350-500 грн в Цитрусе или iStore, можно конечно купить и за 25 грн вконтакте, но они царапают бока и в таком случае нет смысла в нем. Многие говорят недостатком привязанность к iTunce, но я так не считаю, если научиться пользоваться (разобраться во все функционале) очень даже удобно, не на одном другом устройстве такого нет.",/img/svg/review-smile-4.svg
1211,"отличная модель, очень понравилось В целом впечатление первое сложилось супер, качество материалов, у меня белый, просто на высоте, по дизайну наверное лучше телефона не найти. Скорость работы и его производительность просто нереальны, все что не запускаешь работает без малейшего глюка. А тем кто говорит что фуфло и так дальше,вы телефоном не пользовались, купите, попробуйте, а потом кричите что ИОС фигня, андроид рулит, переплата непонятно за что... а уж если нету денег на такой телефон тогда просто держите свое не компетентное мнение при себе. Не знаю кто как эти комменты писал, наверное часть вообще телефона в руках не держала! Телефон юзаю уже 2 неделю, то этого был самсунг гелекси ейс. Расскажу с чем мне в первую очередь пришлось столкнутся. У меня на самусунге был андроид, и все контакты там жев гугл акаунте, немного нерв и в течение 10 мин после регистрации в Icloud и экспорта контактов из gmail в него все стало на свои места, сразу скажу когда регитесь в апл сторе вводите корректную инфу и думайте головой, я сначала зарегался в бесплатном русском, а потом пожалел об этом, перерегился, и опять же ввел страну Украина, а теперь почему так делать нельзя, на данный момент есть я так понял два маркета USA и русский, ну по крайней мере я столкнулся с этими двумя. Теперь я захотел скачать платную навигацию Ай-гоу, а мне пишет вы находитесь в украинском маркете и скать данное приложение не можете, как выбрать страну USA в маркете я еще не нашел))) В целом первое впечатление после вечно висящего андроида сложилось супер, все летает, никаких висяков, куча разных вещей которые работают без проблем. Очень удобно авто регулировка подсветки экрана, глаза вообще не устают, Шумоподавление - на вокзале стоять возле проезжающего поезда и говорить без всяких помех и слышать другу сторону просто здорово! тут постарались эпловцы. Сразу затянул яндекс навигацию с пробками и всем остальным. работает в 100 раз быстрее чем на самсунге старом, спутники ловит в течение 5-10 секунд и можно ехать. я не полностью понял как отклонить вызов когда тебе звонят, у меня на экрана есть только стрелка принять звонок. боковые просто убирают звук((( ну еще разберусь, недостаток его цена, ну просто космос, ношусь блин что б нигде не уронить не поцарапать. В комплекте не очень удобные наушники, и хотелось бы что б на европу уже шла зарядка с нашей вилкой, а то блин либо покупай сразу за 80 грн переходничек в магазе. типа фирменный, или едь в эпи центр за 3 грн покупай. а зачем? сделайте сразу! не всегда удобно работать с айтюнс на компьютере. немножко греется если нагрузить.",/img/svg/review-smile-4.svg
1212,"Суперский телефон ! ;) Есть все тел. бомба ))) Все в мире не идеально , бмв х5 расход , красивой девушке внимание , большой дом уход , айфон 5 нужно внимание: расход батарей исчерпывается за день , уход закачка новых програм , но поверьте как и бмв х5 , красивая девушка, большой дом и айфон 5 это того стоит )))))",/img/svg/review-smile-4.svg
1213,"Кусок дифективного алюминия. Я уже подумываю над возвращением к пользованию 4S. Яблочко - это всегда яблочко. Но после смерти Стива всё пошло крахом. 4S, по-любому, лучше. Дизайн, легко и приятно ложится в руку. Резвый, врать не буду. Жёсткий косяк с картами, просто показывает точку, где Вы находитесь. На 4S, былы очень даже хорошие карты, показывали все, как GPS, я знаю, что можно скачать другие, но я не хочу этим заниматься.Краска ЗА МЕСЯЦ слезла по бокам. НО ХУЖЕ ВСЕГО ТО, что я носил трубу всегда в боковом кармане куртки, а в офисе и дома ложил на стол, я положил его в задний кармашик, и он ДЕФОРМИРОВАЛСЯ. ДА, согнулся. НУ КАК ТАК? Только потом я посмотрел на форумах все эти косяки и понял 4S гораздо лучше был по многим параметрам.",/img/svg/review-smile-1.svg
1214,"хорошая модель, понравилось этой мой первый афон, решение вывалить такую пачку денег за телефон далось не легко, особенного после того как я его уже купил и он согнулся)))  н овсе же апарат четкий и шустрый, операционка на высоте. куча нереально крутых функций , кто думает стоит или нет , скажу вам как сам с такой проблемой стыкался- НУЖЕН!! чудо техники быстрая работа IOS, за все все время работы не заметил ни одного зависания, отличное качество видео, как основной так и второй камерой. Очень тонкий и легкий, его конкуренты андроиды в этом классе намного тяжелее.Отличный звук как через наушники так и через динамик, не заметно хрипов и левых шумов. Взял себе исключительно белый из за того что на черном видны царапины, на белом этого нету. Кстати в 5-ом не было наставленных автоматом гугловских программ, и вообще всякой лишней фигни. Сочный экранчик с отличным разрешением, плюс ко всему этому ретина. Вход на зарядку поставили односторонний не нужно парится какой стороной сунешь шнурок. Есть iclood, если сперли телефон и не выключили можно найти где он, или заблокировать или стереть всю инфу.. просто шикарная функция. Слабая батарея, не знаю как кому но мне лично хватает максимум на день, мне не нравится работа в айтюнс, как для меня проще было бы папочки и все зашел скинул забыл, тут напряжнее. Невозможно перенести контакты, переходил с андроида и наипался просто нереально ( КСтати он блин гнется, кому нужно дам фоты, покупайте сразу крепкий чехол что бы не дать ему загнутся)))) опять же привыканее после любого другого телефона, звонилка будильник для меня были самые сложные... будильник блин как колыбельная, еще крепче засыпаешь(((",/img/svg/review-smile-3.svg
1215,"Телефон очень нравится , пользуюсь и буду пользоваться Если у вас есть деньги и вы хотите безопасность покупайте iphone 5 Если вы хотите сэкономить покупайте андроид Хороший экран . Самое главное вес - всего 112 г. Тонкость . Много приложений. Удобство Пользуюсь 4 месяца и очень рад До этого был 4s . Теперь даже не боюсь что он вылетит и его стёкла разобьются Однажды упал на стол , в итоге iphone ничего а на столе царапина Цена.",/img/svg/review-smile-3.svg
1216,"брать iphone однозначно и не ставить эксперименты на собственных нервах пользовался galaxy s 3 примерно пол года. вот все вроде ничего , но ..... УСТАЛ Я ЕГО ПЕРЕШИВАТЬ каждый месяц просто так, ну и как придут обновления - эт святое. обновил- несеш перешивать ! украл -выпил в тюрьму - романтика ! вот заказал себе 5 iphone а samsung отдам дочке ей для игрушек пока будет самое оно. i phone и в африке i phone ! тут все понятно и ясно и обсуждению не подлежит. цена - эт понятно , плюс всякие прибабахи которые кроме как за таньгэ не закачать , но это вряд ли недостаток , потому как уж лучше заплатить и иметь правильную прогу чем всякое ломанное Г от которого девайс ложится при любом нажатии .",/img/svg/review-smile-4.svg
1217,"Решайте сами иметь или не иметь. Любимый бренд, пока не подводит. (Юзаю макбук и аймак) Не знаю как у кого, у меня краска держится нормально. Отличная Ось, андройд просто нервно курит, пусть самсунг хоть 16 ядерный смарт сделают всё будет тормозить как и всегда. Кто не разу не пользовался и думает брать или нет - возьмите у знакомых посмотрите, чтобы составить мнение. В айфоне всё сбалансировано, всё для людей. Если оптимизировать правильно(читайте гайды в сети),то держит батарею как конь. Цена, хотя мне мой американец достался за 600 $. А на ростест по барабану процент брака у данного бренда очень маленький.",/img/svg/review-smile-4.svg
1218,"Если есть где зарядить на протяжении дня - берите смело. За исключением пары нюансов, Apple держит марку. Пользуюсь уже около года - никаких подвисаний, программы все ""летают"", в руке держать просто приятно. Экран ""Ретина"" радует глаз, если будете переходить на айфон с какого нибудь другого смартфона - заметите это сразу же. Та самая пара нюансов - батарея (хватает на полдня, не больше, к вечеру бегом бежишь искать розетку - вот и шути после этого о пользователях андроида) и облезший корпус (где-то через 7-8 месяцев пользования приобрел ну просто удручающий вид, словно бомжефон какй-то, пришлось себе ставить новый корпус на айфон, взял тут https://gmart.com.ua/parts/originalnyy-korpus-iphone-5-chernyy-s-imei.html пока держится ""молодцом"") Эргономичность, скорость работы приложений, великолепный экран, очень качественный динамик, великолепная камера. Очень слабая батарея, облезающий корпус.",/img/svg/review-smile-3.svg
1219,"отличная модель, очень понравилось Пользуюсь уже 10 лет!!! Слов нет-ВЕЩЩЩЬ!!! Даром что китайской сборки Брал еще за 12000 тогдашних рублей Тогда это был наверно самый продвинутый аппарат в продаже Берег лелеял и он он ответил мне своей надежностью и возможностями Привык я к нему что ли за эти годы Дружественный интерфейс Надежность Большие возможности и функционал правда я так до конца в нем и не разобрался а жаль Конечно сейчас он выглядит архаично Конечно во многом устарел Начал сдыхать аккумулятор-РОДНОЙ!!! Будем как говорится-искать!!!",/img/svg/review-smile-4.svg
1220,"отличная модель, очень понравилось для на момент февраля 2008 года самый клёвый телефон что был в продаже , просто ""лучше нет коня!"" , пропользовавшись 6-ть лет без нареканий потерял , ныне купил новый (какое то время не мог найти), как запасной ибо модель просто не убиваемая и надёжная , о чём говорили и другие бывшие пользователи данной модели которых я встречал нравиться всё жаль что флеш карту памяти формат М2 ныне не найти а оставшаяся от старого комплекта совсем смешная 128Мб для нынешнего времени Может кто пособит с этим недостатком ?",/img/svg/review-smile-4.svg
1221,"отличная модель, очень понравилось Камера!!!нашёл диск с фотками десятилетней давности-жесть!!!!идеально выставляемая экспозиция и цветопередача,сейчас,чтобы этого добиться,лезешь в ручные настройки,а там автомат работал блестяще...добавить бы ещё 10Мп,ну и ещё кое-чего Не помню их",/img/svg/review-smile-4.svg
1222,"Все самое необходимое всегда под рукой Отличная, надежная модель Пользуюсь более трех лет, ни разу не пожалел. До сих пор родной аккумулятор держит до трех суток,фото(как для мобильника)-- очень даже ничего,ксеноновая вспышка-- большой +.Режимы сьемки легко настраиваются.Если обобщить -- все необходимое всегда под рукой Не высокая громкость медиаплеера.",/img/svg/review-smile-3.svg
1223,"лучший телефон произведённый за последнее десятилетие. Если кто ищет Б/У телефон за НЕДОРОГО - советую! Не подведёт и окупится с лихвой. И ещё заменит собой фотик, МП3 - шник, радиоприёмник и модем (для выхода через него в инет с компов, ноутов и планшетов). Да да! МОДЕМ. Причём 2 типа соединения: блютуз и USB. Телефон убойный. Терпит практически любые физические и погодные издевательства! Даже под колесом легковушки был. Супер чувствительность всех видов приёма волн (особенно радиоприёмник, причём стерео с рдс). Суперский фотоаппарат с КСЕНОНОВОЙ вспышкой (таковой нет ни в каком другом телефоне!).Родной аккумулятор умер через 3,5 года - это единственная поломка (если вообще аккумулятор севший можно отнести к поломке, скорее к простому износу литий-ионной связи). Срок службы моего аппарата - 8 лет. Жив и не собирается помирать. И я его менять не собираюсь. Странный МР3 проигрыватель. Дурацкая функция ""лимитер"" (это когда звук в проигрывателе срезается по крайним частотам при их превышении, чтобы не пердел и не шепилявил так сказать).",/img/svg/review-smile-4.svg
1224,"Мне нравится, но кнопки заедают Если перепрошить, то можно не один год пользоваться с успехом. Много разных функций, еще катит на сегодняшний день, камера отличная (только фото, видео плохое), класс Видео и Фото DJ, интересно. Использую как модем, подключаю к ноутбуку, скорость не очень, но мне хватает. Плеер, радио в норме. Брала б/у, тонул, поэтому работает только 4 кнопки, на память телефона ничего сохранить нельзя, игры не работают, подклучение по USB часто глючит.",/img/svg/review-smile-4.svg
1225,"Очень нравится,покупайте! очень нравится.очень удобно при вызове звук громкий,фотографии хорошие получаются,лежал просто так 2-3 года.и больше года как им пользуюсь.очень нравится.привыкла быстро включаю наушники,зарядник,USB не сразу находит...звук медиапл.низкий...зарядка быстро садиться...",/img/svg/review-smile-3.svg
