,new_or_used,двигатель,комплектация,коробка,кузов,налог,онлайн-показ,описание,привод,цвет,цена,1 владелец,vin,владельцы,год выпуска,дтп ненайдены,обмен,пробег,птс,руль,состояние,таможня,госномер,владение,продаёт собственник,гарантия,на гарантии,проверенный автомобиль,медленно теряет вцене
233,new,1.6 л / 110л.с. / бензин,status,автоматическая,лифтбек,3740₽ / год,,"фольксваген центр подольск готов сделать вам предложение за пределами возможностей остальных на новые автомобили volkswagen. даже если у вас есть предложение, которое кажется вам оптимальным, позвоните нам, и мы постараемся его улучшить. мы находимся всего в 13 км от мкад в автомобильной деревне с большой бесплатной парковкой. предлагаем лучшие условия покупки: ∙ выдача автомобиля день в день; ∙ широкий выбор автомобилей в наличии на нашем теплом складе; ∙ гибкие условия обмена вашего автомобиля и дополнительное преимущество при трейд-ин; ∙ привлекательные ставки по кредиту; ∙ индивидуальные программы страхования; ∙ яркий и динамичный городской тест-драйв; ∙ безналичный и наличный расчет. звоните сейчас, чтобы узнать все подробности. экстерьер ---------------------------- легкосплавные колеса ""tosa"" 6j x 15, шины 185/60 r15 бамперы окрашены в цвет кузова корпуса наружных зеркал и ручки дверей окрашены в цвет кузова оцинкованный кузов зеленое атермальное остекление подвеска для плохих дорог светодиодные фары рефлекторного типа светодиодные задние фонари дневные ходовые огни интерьер ---------------------------- сиденье водителя с регулировкой по высоте тканевая обивка сидений, дизайн для версии status заднее сиденье 3-местное, спинка ассиметрично разделенная, складная подстаканник спереди центральный подлокотник сзади хромированная отделка внутренних ручек дверей декор передней консоли для версии status карманы в обшивках всех дверей мультифункциональное рулевое колесо с кожаной отделкой и обогревом кожаная отделка рукояток рычагов кп и стояночного тормоза безопасность ---------------------------- подушки безопасности для водителя и переднего пассажира трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте подголовники спереди с регулировкой по высоте з подголовника сзади, регулируемые по высоте дисковые тормоза спереди электронный иммобилайзер крепления isofix для установки детских сидений на заднем кресле индикация и звуковая сигнализация непристегнутого ремня безопасности водителя антиблокировочная система (abs) система стабилизации esc система контроля давления в шинах система эра-глонасс функциональное оборудование ---------------------------- акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости электростеклоподъемники для всех дверей центральный замок с дистанционным управлением, 2 складных радиоключа многофункциональный дисплей ""plus"" наружные зеркала с электрорегулировкой, электроподогревом повторители сигналов поворота в боковых зеркалах заднего вида омыватель и очиститель лобового стекла с переменным режимом обогрев заднего стекла стальное запасное колесо комфортный режим работы указателей поворота (одно нажатие - три сигнала) климат-контроль автоматический «climatronic» с режимом рециркуляции круиз-контроль электроподогрев передних сидений с раздельной регулировкой мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика салонное зеркало с автозатемнением обогрев форсунок омывателя ветрового стекла * стоимость данного автомобиля указана без учета предустановленного дополнительного оборудования.",передний,коричневый,от 1173700₽,,,,,,,,,,,,,,,,,,
234,new,1.6 л / 110л.с. / бензин,status,автоматическая,лифтбек,2200₽ / год,,"у нас можно купить автомобиль не выходя из дома !!! автомобиль в наличии, действует спец. предложение. стоимость указана с учетом trade-in и дополнительного предложения. polo status mpi 110 л.с. 6-акп  цвет 7h7h красный `ruby`, металлик  интерьер us цвет pure beige / черный / цвет dark pure beige / серый  пакет w96 пакет `комфорт` автомобиль ждет вас в дилерском центре германия авто ! г. рязань, ул. есенина, д. 1б звоните по номеру указному в объявлении !",передний,красный,1256500₽,,,,,,,,,,,,,,,,,,
235,used,1.6 л / 105л.с. / бензин,,механическая,седан,3570₽ / год,,"а/м покупался у официального дилера; один владелец, птс оригинал.  - дополнительное описание к комплектации а/м: кондиционер, обогрев передних сидений, стеклоподъемники, центральный замок. - на автомобиле установлено дополнительное оборудование: коврики. - при обмене вашего автомобиля на наш предоставляется дополнительная скидка до 25000р  - при приобретении а/м с использованием «кредита» предоставляется дополнительная скидка до 25000р при покупке автомобиля со всеми сопутствующими услугами скидки суммируются. гк «автомир», автомобили с пробегом - это ваш надежный партнер, на рынке автомобилей с пробегом. мы готовы предложить вам, только подготовленные и проверенные автомобили с пробегом. все автомобили, юридически проверены и прошли комплексную диагностику по 50 параметрам. ждем вас у нас в автосалоне! комплектация: • антиблокировочная система • подушки безопасности водителя • центральный замок • гидро усилитель руля • электростеклоподъемники передние • электропривод зеркал • кондиционер • подогрев сидений • cd • тканевая обивка салона • темный салон • штампованные стальные диски • домкрат • полноразмерное запасное колесо",передний,белый,479000₽,,xw8**************,1владелец,2013,1.0,рассмотрю варианты,136485км,оригинал,левый,не требует ремонта,растаможен,,,,,,,
236,new,1.6 л / 110л.с. / бензин,status,автоматическая,лифтбек,2750₽ / год,,"данная цена достигается путем сложения всех скидок и спецпредложений, подробности у специалиста отдела продаж. комплектация: volkswagen polo status 1.6 110hp 6at (фольксваген поло). основные опции: 2021, климат-контроль, аудио, ткань, airbags, abs, esp, светодиодные фары, центральный замок, электропривод стекол, электропривод зеркал, круиз-контроль, датчик дождя, обогрев лобового стекла, обогрев сидений, парктроник, литые диски, r15. цвет кузова: коричневый toffee металлик. тканевая обивка сидений. цвет обивки сидений: бежевый pure beige. автомобиль в наличии на складе дилера. предложение обновлено 02 марта 2021 г. в 01 ч 51 мин. ——————————————————————————— комплектация ——————————————————————————— ——————————————————————————— функциональное оборудование ——————————————————————————— • датчики света* • электрообогрев лобового стекла* • подогрев задних сидений* • мультифункциональное рулевое колесо* • климат-контроль автоматический «climatronic» с режимом рециркуляции* • датчики парковки спереди и сзади* • датчики дождя* • пассажирское сиденье с регулировкой по высоте* • пакет ""комфорт""* • салонное зеркало с автозатемнением* • пакет ""зимний""* • центральный замок с дистанционным управлением, 2 складных радиоключа • светодиодные фары рефлекторного типа • дневные ходовые огни • подвеска для плохих дорог • наружные зеркала с электроподогревом • обогрев форсунок омывателя ветрового стекла • электроподогрев передних сидений с раздельной регулировкой • рулевое колесо с обогревом • наружные зеркала с электрорегулировкой • электростеклоподъемники для всех дверей • электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости • рулевая колонка с регулировкой по высоте и вылету • мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика • заднее сиденье 3-местное, спинка ассиметрично разделенная, складная • многофункциональный дисплей ""plus"" • круиз-контроль • комфортный режим работы указателей поворота (одно нажатие - три сигнала) • обогрев заднего стекла • омыватель и очиститель лобового стекла с переменным режимом • акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) • система эра-глонасс • сиденье водителя с регулировкой по высоте • светодиодные задние фонари ——————————————————————————— безопасность ——————————————————————————— • система распознования усталости водителя* • фронтальные подушки безопасности для водителя и переднего пассажира • антиблокировочная система (abs) • система стабилизации esc • система контроля давления в шинах • крепления isofix для установки детских сидений на заднем кресле • электронный иммобилайзер • индикация и звуковая сигнализация непристегнутого ремня безопасности водителя • з подголовника сзади, регулируемые по высоте • подголовники спереди с регулировкой по высоте • трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте ——————————————————————————— интерьер ——————————————————————————— • цвет обивки сидений: бежевый pure beige* • цвет передней панели: черный* • цвет коврового покрытия: темно-бежевый dark pure beige* • цвет потолка: серый* • 3-спицевое рулевое колесо с кожаной отделкой* • центральный подлокотник спереди с боксом* • текстильные коврики в салон* • количество мест: 5 • тип сидений: обычные сиденья • тканевая обивка сидений • зеленое атермальное остекление • декор передней консоли status • центральный подлокотник сзади • кожаная отделка рукояток рычагов кп и стояночного тормоза • карманы в обшивках всех дверей • хромированная отделка внутренних ручек дверей • подстаканник спереди ——————————————————————————— экстерьер ——————————————————————————— • коричневый toffee металлик* • тип кузова: хэтчбек • количество дверей: 5 • легкосплавные колеса ""tosa"" • размер дисков: 6j x r15 • стальное запасное колесо • повторители сигналов поворота в боковых зеркалах заднего вида • дисковые тормоза спереди • оцинкованный кузов • корпуса наружных зеркал и ручки дверей окрашены в цвет кузова • бамперы окрашены в цвет кузова • шины 185/60 r15 ——————————————————————————— гарантия ——————————————————————————— • гарантия на основные узлы и агрегаты: 3 года / 100.000 км ________ * дополнительные заводские опции код объявления: 36559991",передний,коричневый,от 1051700₽,,,,,,,,,,,,,,,,,,
237,new,1.6 л / 110л.с. / бензин,respect,автоматическая,лифтбек,2750₽ / год,1.0,"официальный дилер фольксваген центр авторусь рад приветствовать вас в нашем дилерском центре. мы предлагаем вам следующие преимущества покупки нового автомобиля: - более 200 автомобилей в наличии; - выгода на новый volkswagen за trade-in; - онлайн-оценка вашего автомобиля; - быстрый выкуп за 1 день; - автомобили в наличии и с птс. выдача за 1 день! стальные колеса 6j x 15 с полноразмерными колпаками ""sports9"", шины 185/60 r15 бамперы окрашены в цвет кузова корпуса наружных зеркал и ручки дверей окрашены в цвет кузова оцинкованный кузов зеленое атермальное остекление подвеска для плохих дорог светодиодные фары рефлекторного типа светодиодные задние фонари дневные ходовые огни сиденье водителя с регулировкой по высоте тканевая обивка сидений, дизайн для версий origin / respect заднее сиденье 3-местное, спинка ассиметрично разделенная, складная подстаканник спереди хромированная отделка внутренних ручек дверей карманы в обшивках всех дверей 3-спицевое рулевое колесо подушки безопасности для водителя и переднего пассажира трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте подголовники спереди с регулировкой по высоте з подголовника сзади, регулируемые по высоте дисковые тормоза спереди электронный иммобилайзер крепления isofix для установки детских сидений на заднем кресле индикация и звуковая сигнализация непристегнутого ремня безопасности водителя антиблокировочная система (abs) система стабилизации esc система контроля давления в шинах система эра-глонасс акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости электростеклоподъемники для всех дверей центральный замок с дистанционным управлением, 2 складных радиоключа многофункциональный дисплей наружные зеркала с электрорегулировкой, электроподогревом повторители сигналов поворота в боковых зеркалах заднего вида омыватель и очиститель лобового стекла с переменным режимом обогрев заднего стекла стальное запасное колесо комфортный режим работы указателей поворота (одно нажатие - три сигнала) кондиционер электроподогрев передних сидений с раздельной регулировкой мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика обогрев форсунок омывателя ветрового стекла * стоимость данного автомобиля указана без учета предустановленного дополнительного оборудования.",передний,чёрный,1089300₽,,,,,,,,,,,,,,,,,,
238,used,1.6 л / 105л.с. / бензин,,механическая,седан,2625₽ / год,,"состояние хорошое без штраф и запретов мотор работает как часики бодрый тянет отлично пробег оргинал любые проверки за ваш счет есть лицезия на такси 2024 года гатова под такси родной свет серебристый минусы есть мелоч по кузовы торг у кабота минималный. салонам и прочим людям не беспокоить. звонит после 18:30 вечера, на работе тел, не ловить.",передний,жёлтый,349000₽,,xw8**************,3 или более,2014,,,229286км,оригинал,левый,не требует ремонта,растаможен,******|799,,,,,,
239,used,1.6 л / 105л.с. / бензин,,механическая,седан,3570₽ / год,,автомобиль в отличном состоянии. просьба перекупщиков и фирмы не беспокоить.,передний,чёрный,410000₽,,xw8**************,3 или более,2013,,,290000км,оригинал,левый,не требует ремонта,растаможен,******|777,,,,,,
240,used,1.6 л / 105л.с. / бензин,,автоматическая,седан,3570₽ / год,,"состояние отличное,стоит газ",передний,чёрный,465000₽,,xw8**************,3 или более,2013,,,295000км,оригинал,левый,не требует ремонта,растаможен,******|95,,,,,,
241,used,1.4 л / 75л.с. / дизель,,механическая,хэтчбек 5 дв.,900₽ / год,,"автомобиль б/у, на ходу",передний,красный,215000₽,,wvw**************,3 или более,2001,1.0,рассмотрю варианты,160000км,оригинал,левый,не требует ремонта,растаможен,******|777,,,,,,
242,new,1.6 л / 110л.с. / бензин,status,автоматическая,лифтбек,2750₽ / год,,"выгодные предложения на все комплектации и цвета в наличии! оформление сделки за 1 час. фольксваген центр бутово является официальным дилером volkswagen и входит в состав группы компаний «авторусь». это один из первых дилерских центров volkswagen, работающих по абсолютно новой концепции digital, в которой используются самые технологичные решения и инновационное дилерское оборудование. услуги дилерского центра: ∙ продажа полного модельного ряда автомобилей volkswagen; ∙ тест-драйв любой, интересующей вас, модели нового автомобиля; ∙ техническое обслуживание и ремонт любой сложности; ∙ страхование и кредитование на специальных условиях; ∙ любые оригинальные детали и аксессуары в наличии с выгодой до 10% и под заказ. экстерьер ---------------------------- легкосплавные колеса ""tosa"" 6j x 15, шины 185/60 r15 бамперы окрашены в цвет кузова корпуса наружных зеркал и ручки дверей окрашены в цвет кузова оцинкованный кузов зеленое атермальное остекление подвеска для плохих дорог светодиодные фары рефлекторного типа светодиодные задние фонари дневные ходовые огни интерьер ---------------------------- сиденье водителя с регулировкой по высоте тканевая обивка сидений, дизайн для версии status заднее сиденье 3-местное, спинка ассиметрично разделенная, складная подстаканник спереди центральный подлокотник сзади хромированная отделка внутренних ручек дверей декор передней консоли для версии status карманы в обшивках всех дверей мультифункциональное рулевое колесо с кожаной отделкой и обогревом кожаная отделка рукояток рычагов кп и стояночного тормоза безопасность ---------------------------- подушки безопасности для водителя и переднего пассажира трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте подголовники спереди с регулировкой по высоте з подголовника сзади, регулируемые по высоте дисковые тормоза спереди электронный иммобилайзер крепления isofix для установки детских сидений на заднем кресле индикация и звуковая сигнализация непристегнутого ремня безопасности водителя антиблокировочная система (abs) система стабилизации esc система контроля давления в шинах система эра-глонасс функциональное оборудование ---------------------------- акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости электростеклоподъемники для всех дверей центральный замок с дистанционным управлением, 2 складных радиоключа многофункциональный дисплей ""plus"" наружные зеркала с электрорегулировкой, электроподогревом повторители сигналов поворота в боковых зеркалах заднего вида омыватель и очиститель лобового стекла с переменным режимом обогрев заднего стекла стальное запасное колесо комфортный режим работы указателей поворота (одно нажатие - три сигнала) климат-контроль автоматический «climatronic» с режимом рециркуляции круиз-контроль электроподогрев передних сидений с раздельной регулировкой мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика салонное зеркало с автозатемнением обогрев форсунок омывателя ветрового стекла * стоимость данного автомобиля указана без учета предустановленного дополнительного оборудования.",передний,белый,1167900₽,,,,,,,,,,,,,,,,,,
243,used,1.6 л / 110л.с. / бензин,,автоматическая,седан,3212₽ / год,1.0,,передний,серебристый,872000₽,1.0,xw8**************,1владелец,2019,,,37000км,оригинал,левый,не требует ремонта,растаможен,******|71,2 года и 1 месяц,,,,,
244,used,1.4 л / 85л.с. / бензин,,роботизированная,хэтчбек 5 дв.,1020₽ / год,,"лот: 01246776 реутов hyundai вы можете получить скидку на данный автомобиль до 50000 рублей. подробности уточняйте у менеджеров отдела продаж. гк favorit motors строит свою работу на принципах открытости и честности! нам доверяют более 25 лет. - автомобиль продается официальным дилером favorit motors. - покупка и обслуживание у официального дилера. - проведена предпродажная подготовка, - гарантия юридической чистоты. - круглосуточная техническая поддержка с бесплатным эвакуатором. - автомобиль можно приобрести за наличный расчет, безналичным платежом, а также мы примем вашу машину по рыночной стоимости в рамках программы трейд-ин и при необходимости — выплатим за нее кредит. - возможна покупка в кредит: специальные предложения по кредитованию и страхованию. - оформление кредита по двум документам. - каско не обязательно. приглашаем на бесплатный тест-драйв! группа компаний favorit motors — один из крупнейших российских холдингов, официальный дилер известных мировых брендов , которые обслуживаются в технических центрах гк favorit motors в рамках официального сервиса. мы предлагаем полный комплекс услуг по предпродажной подготовке и последующему сервису. группа компаний favorit motors занимает лидирующее положение в рейтинге продаж автомобилей с пробегом по москве и области. это подтверждают специализированные исследования рынка за последние пять лет, указывающие на самый крупный объем реализации. в комплектации автомобиля  • тип обивки салона: ткань  • цвет салона: темный  • тип фар: галогеновые  • штатная сигнализация  • иммобилайзер  • бортовой компьютер  • обогрев зеркал  • омыватель фар  • усилитель руля  • центральный замок  • обогрев передних сидений  • климат: кондиционер  • электропривод зеркал  • стеклоподъемники: электро все  • сиденье водителя: ручная регулировка по высоте  • сиденье пассажира: ручная регулировка  • регулировка руля: в двух плоскостях  • антиблокировочная система (abs)  • подушки безопасности: водителя и пассажира  • система крепления isofix  • bluetooth  • usb  • тип открытия задней двери: подъемная  • тип передних тормозов: дисковые  • тип задних тормозов: дисковые",передний,белый,445000₽,,wvw**************,2владельца,2010,,рассмотрю варианты,156623км,оригинал,левый,не требует ремонта,растаможен,,,,,,,1.0
245,used,1.6 л / 85л.с. / бензин,,механическая,седан,1020₽ / год,,"автомобиль в отличном состоянии, для своих лет. по механической части никаких нареканий нет.есть сколы по кузову, без ржавчины. на фото указал наиболее видные места. старый владелец красил переднее правое крыло. я заменил передние тормозные диски,сайлентблоки подвески передние,стойки стабилизатора,фары передние(оригинальные),помпу. замена масла (оригинал) и расходников каждые 5тыс.км.жора масла нет.",передний,белый,510000₽,,xw8**************,2владельца,2014,,,105000км,оригинал,левый,не требует ремонта,растаможен,******|716,1 год и 9 месяцев,1.0,,,,
246,new,1.6 л / 110л.с. / бензин,status,автоматическая,лифтбек,2750₽ / год,,рольф — крупнейший дилерский холдинг россии! рольф юг - официальный дилер volkswagen. наш дилерский центр поразит вас многообразием программ на приобретение нового автомобиля. опытные менеджеры ответят на все ваши вопросы и дадут подробную консультацию по вашим запросам. приятным дополнением будут различные бонусы и акции на покупку нового автомобиля. мы ценим каждого клиента и работаем ради вас! покупка онлайн.  автомобиль с доставкой на дом. рольф юг. с нами легко. *в объявлении указаны актуальные цены с учетом акций на покупку новых автомобилей volkswagen в марте. предложение обновлено 02 марта 2021г. в 12 ч 51 мин. 16`` легкосплавные диски las minas  пакет 'комфорт' для версии status   пакет ‘зимний’ для версии status ——————————————————————————— комплектация status ——————————————————————————— ——————————————————————————— пассивная безопасность ——————————————————————————— подушка безопасности водителя подушка безопасности пассажира крепление для детского сиденья isofix ——————————————————————————— активная безопасность и подвеска ——————————————————————————— антиблокировочная система тормозов система распределения тормозных усилий ——————————————————————————— экстерьер ——————————————————————————— дверные ручки в цвет кузова боковые зеркала с повторителями указателей поворота аэродинамический обвес ——————————————————————————— интерьер ——————————————————————————— спортивный кожаный руль передний подлокотник ——————————————————————————— приборы освещения ——————————————————————————— галогенные фары противотуманные фары с функцией освещения зоны поворота ——————————————————————————— комфорт ——————————————————————————— регулировка рулевой колонки по углу наклона регулировка рулевой колонки по вылету ручная регулировка высоты сиденья водителя электроприводы передних стекол электроприводы задних стекол электроприводы боковых зеркал электроприводы складывания зеркал обогрев боковых зеркал обогрев передних сидений обогрев форсунок стеклоомывателей климат-контроль атермальное остекление ——————————————————————————— аудио- и информационно-развлекательные системы ——————————————————————————— магнитола rcd 230 бортовой компьютер ——————————————————————————— охранные системы ——————————————————————————— центральный замок с ду иммобилайзер ——————————————————————————— запасное колесо ——————————————————————————— полноразмерное ———————————————————————————,передний,серый,от 1078000₽,,,,,,,,,,,,,,,,,,
247,new,1.6 л / 110л.с. / бензин,respect,автоматическая,лифтбек,2750₽ / год,,"——————————————————————————— функциональное оборудование ——————————————————————————— • датчики света* • электрообогрев лобового стекла* • мультифункциональное рулевое колесо* • климат-контроль автоматический «climatronic» с режимом рециркуляции* • датчики парковки спереди и сзади* • датчики дождя* • пакет ""комфорт""* • салонное зеркало с автозатемнением* • пакет ""зимний""* • центральный замок с дистанционным управлением, 2 складных радиоключа • светодиодные фары рефлекторного типа • дневные ходовые огни • подвеска для плохих дорог • наружные зеркала с электроподогревом • обогрев форсунок омывателя ветрового стекла • электроподогрев передних сидений с раздельной регулировкой • наружные зеркала с электрорегулировкой • электростеклоподъемники для всех дверей • электромеханический усилитель рулевого управления с переменной производительностью в зависимости от скорости • рулевая колонка с регулировкой по высоте и вылету • мультимедиа система с дисплеем 6.5 дюймов и поддержкой функцией bluetooth / app-connect, 4 динамика • заднее сиденье 3-местное, спинка ассиметрично разделенная, складная • многофункциональный дисплей • комфортный режим работы указателей поворота (одно нажатие - три сигнала) • обогрев заднего стекла • омыватель и очиститель лобового стекла с переменным режимом • акб увеличенной емкости для улучшения запуска в холодное время (до -36°c) • система эра-глонасс • сиденье водителя с регулировкой по высоте • светодиодные задние фонари ——————————————————————————— безопасность ——————————————————————————— • фронтальные подушки безопасности для водителя и переднего пассажира • антиблокировочная система (abs) • система стабилизации esc • система контроля давления в шинах • крепления isofix для установки детских сидений на заднем кресле • электронный иммобилайзер • индикация и звуковая сигнализация непристегнутого ремня безопасности водителя • з подголовника сзади, регулируемые по высоте • подголовники спереди с регулировкой по высоте • трехточечные ремни безопасности на всех сиденьях, спереди с регулировкой по высоте ——————————————————————————— интерьер ——————————————————————————— • цвет обивки сидений: черный titanium* • цвет передней панели: черный titanium* • цвет коврового покрытия: черный* • цвет потолка: серый* • 3-спицевое рулевое колесо с кожаной отделкой* • центральный подлокотник спереди с боксом* • текстильные коврики в салон* • количество мест: 5 • тип сидений: обычные сиденья • тканевая обивка сидений • зеленое атермальное остекление • карманы в обшивках всех дверей • хромированная отделка внутренних ручек дверей • подстаканник спереди ——————————————————————————— экстерьер ——————————————————————————— • коричневый toffee металлик* • легкосплавные колеса ""tosa""* • размер дисков: 6j x r15* • шины 185/60 r15* • стальное запасное колесо • повторители сигналов поворота в боковых зеркалах заднего вида • дисковые тормоза спереди • оцинкованный кузов • корпуса наружных зеркал и ручки дверей окрашены в цвет кузова • бамперы окрашены в цвет кузова ________ * дополнительные заводские опции. комплектация «respect»: • антиблокировочная система • система курсовой устойчивости • датчик давления в шинах • подушки безопасности водителя • подушки безопасности пассажира • система крепления детских автокресел • иммобилайзер • центральный замок • бортовой компьютер • парктроник • датчик света • датчик дождя • усилитель руля • регулировка руля • электростеклоподъемники передние • электропривод зеркал • климат-контроль • подогрев сидений водителя и пассажира • обогрев зеркал • обогрев лобового стекла • обогрев зоны стеклоочистителей • обогрев форсунок стеклоомывателей • cd • bluetooth • мультифункциональное рулевое колесо • тканевая обивка салона • темный салон • кожаный руль • складывающееся заднее сидение • литые легкосплавные диски • размер дисков 15″ • светодиодные фары • автоматический корректор фар",передний,коричневый,от 1063760₽,,,,,,,,,,,,,,,,,,
