,brand,model,vin,владельцы,год выпуска,госномер,двигатель,коробка,кузов,налог,описание,привод,пробег,птс,руль,состояние,таможня,цвет,цена,обмен,гарантия,владение,кузов №,запас хода
2421,mercedes,c_klasse,wdd**************,3 или более,2016,,1.6 л / 156 л.с. / бензин,автоматическая,купе,7 020 ₽ / год,"ключавто | автомобили с пробегом — направление автохолдинга  ключавто, специализирующееся на покупке и продаже автомобилей с пробегом по всей россии!  ✅ продажа;  ☄️ обмен; ⏳ срочный выкуп;  ⚡ комиссия;  ✈️ юридическая чистота сделки;  ☔ страховка осаго и каско на месте;  ⭐ кредит по льготной ставке + скидка от 20 000 рублей до 70 000 рублей!",задний,66 687 км,оригинал,левый,не требует ремонта,растаможен,чёрный,1 962 000 ₽,рассмотрю варианты,,,,
2422,bentley,continental_gt,scb**************,2 владельца,2005,******|797,6.0 л / 560 л.с. / бензин,автоматическая,купе,84 000 ₽ / год,"редкая машина в идеальном состоянии. ни одного крашеного элемента. родной пробег.  техническое состояние идеальное, датчики температуры выхлопных газов поменяны, вакумная система обслужена, заслонки на выхлопе поменяны. пневма обслужена. новый аккумулятор аксессуаров, поменяна плата зарядки. проблема со спойлером решена, стоп сигнал был заменён. потолок обновлён. кожа в салоне в хорошем состоянии, все нитки на месте, ничего не затерто.  по кузову вопросов нет, без царапин и тд.  любые диагностики в адекватном сервисе.",полный,87 000 км,оригинал,левый,не требует ремонта,растаможен,красный,2 150 000 ₽,,,,,
2423,volkswagen,amarok,wv1**************,2 владельца,2018,******|186,3.0 л / 224 л.с. / дизель,автоматическая,пикап двойная кабина,,"масимальная комплектация highline двигатель 3.0  v6 224л.с  износостойкое покрытия в кузове плюс резиновый коврик. подножки не ржавейка, сиденья кожа электропривод 14 регулировок эрго  комфорт, диски на 19 зима лето, нокиа 8, прицепное устройство оригинальный блок управления с функцией стабилизации прицепа, автомобиль на гарантии все обслуживание у дилера.",полный,52 250 км,оригинал,левый,не требует ремонта,растаможен,чёрный,3 150 000 ₽,рассмотрю варианты,до декабря 2021,5 месяцев,,
2424,ford,mondeo,wf0**************,3 или более,2008,******|178,2.3 л / 161 л.с. / бензин,автоматическая,седан,8 050 ₽ / год,"продается форд мондео 4, я 4-й владелец, птс оригинал, есть мелкие недочеты по кузову, трещина на лобовом стекле, требуется ремонт задней подвески (сайлентблоками), замена масла каждые 9-10 т.км., коробка и двигатель работают исправно, за время эксплуатации в автомобиле поменян аккумулятор, топливный насос, передние ступицы, трос ручника, масло в акпп цена указана с учетом необходимого ремонта все проверки за ваш счет.",передний,215 000 км,оригинал,левый,не требует ремонта,растаможен,бежевый,416 000 ₽,,,2 года и 2 месяца,,
2425,vaz,2170,xta**************,2 владельца,2012,******|186,1.6 л / 98 л.с. / бензин,механическая,седан,980 ₽ / год,в хорошем состоянии,передний,170 000 км,оригинал,левый,не требует ремонта,растаможен,чёрный,260 000 ₽,,,,,
2426,renault,kaptur,x7l**************,1 владелец,2020,,1.6 л / 114 л.с. / бензин,вариатор,внедорожник 5 дв.,2 280 ₽ / год,"⚡⚡⚡ вы можете получить скидку на данный автомобиль до 50 тыс. рублей. подробности уточняйте у менеджеров отдела продаж. ⚡⚡⚡ автомобиль прошел проверку 100%-ной юридической чистоты и представлен в гк ""регион 62""  ✅мы представлены на площадках в городах: рязань, липецк, тула и тамбов. ✅на сегодняшний момент на территории гк ""регион 62"" располагаются автосалоны официальных дилеров ⚡hyundai, chevrolet niva, mitsubishi, iveco и салон поддержанных автомобилей. ⚡ в наличии полный пакет документов!!!  при покупке данного автомобиля у нас вы получаете ряд преимуществ: ✅ возможность покупки автомобиля в кредит более чем от 5 банков партнеров!!!!..... всего по двум документам !!!..... без первоначального взноса !!! ✅обмен вашего автомобиля с дополнительной выгодой до ⚡50 тыс. руб⚡ ✅помощь квалифицированных продавцов-консультантов! ✅персональный тест-драйв! ✅оформление осаго и каско в день обращения! ✅юридическая гарантия! ✅помощь в постановке на учет и прекращение регистрационных действий! ⚡⚡⚡ расширенные условия программы государственной поддержки ⚡⚡⚡ максимально выгодное⚡ предложение на покупку автомобиля с пробегом в кредит в гк «регион 62» !!! ✅в нашем дилерском центре действуют программы «второй» и «семейный» автомобиль. вы получаете гарантированную скидку в размере 8%⚡,  при покупке авто в кредит, если цена приобретаемого авто до 800 000 руб.✅ комплектация «style»: • антиблокировочная система • антипробуксовочная система • эра-глонасс • подушки безопасности водителя • подушки безопасности пассажира • сигнализация с обратной связью • иммобилайзер • центральный замок • бортовой компьютер • круиз-контроль • парктроник передний и задний • усилитель руля • запуск двигателя с кнопки • регулировка руля в двух плоскостях • регулировка сиденья водителя в двух плоскостях • регулировка сиденья пассажира в двух плоскостях • электростеклоподъемники передние и задние • электроскладывание зеркал • кондиционер • подогрев сидений водителя и пассажира • обогрев зеркал • обогрев заднего стекла • usb • mp3 • радио • bluetooth • aux • колонки • аудиоподготовка • мультифункциональное рулевое колесо • розетка 12v • тканевая обивка салона • темный салон • отделка кожей рычага кпп • кожаный руль • противотуманные фары • огни дневного хода • корректор фар • птс • свидетельство о регистрации • 2 комплекта ключей • комплект резиновых ковриков • запасное колесо",передний,7 000 км,оригинал,левый,не требует ремонта,растаможен,белый,1 250 000 ₽,рассмотрю варианты,,,,
2427,kia,sorento,xwk**************,1 владелец,2008,******|790,3.3 л / 248 л.с. / бензин,автоматическая,внедорожник 5 дв.,18 600 ₽ / год,"состояние отличное. своевременные то. надежный и неприхотливый внедорожник.все что должно работать-работает, крутиться- крутится. пробег оригинал. газа нет и не было. бережная эксплуатация. затрат не требует вообще. продаю неспеша в связи с лишением прав. торг только у капота.",полный,128 000 км,дубликат,левый,не требует ремонта,растаможен,серебристый,690 000 ₽,,,,,
2428,volkswagen,touareg,wvg**************,1 владелец,2019,,2.0 л / 249 л.с. / бензин,автоматическая,внедорожник 5 дв.,18 675 ₽ / год,"автомобиль приобретался у официального дилера. 1 владелец ! птс оригинал. авто только после то у од. богатая комплектация. отличный внешний вид. чистый и ухоженный салон. асц/честно.  мы готовы вам предложить по-настоящему честные автомобили с пробегом от официального дилера! срочный выкуп!комиссионная продажа на ваших условиях! ауди центр восток — первый дилерский центр, построенный по уникальной концепции «терминал», в центральном регионе россии. ауди центр восток — это дилерский центр, соответствующий всем стандартам и ценностям марки audi. прогрессивные автомобильные технологии, спортивный характер, актуальный дизайн, качественное обслуживание и комфортная атмосфера ждут каждого клиента нашего дилерского центра! все автомобили перед продажей проходят комплексную диагностику, криминалистическую и юридическую экспертизы, проверку истории сервисного обслуживания. осмотр ежедневно с 9:00 до 22:00, без перерыва и выходных. №cme3-m-1-28036",полный,49 622 км,оригинал,левый,не требует ремонта,растаможен,серебристый,4 437 900 ₽,,,,,
2429,opel,ascona,wol**************,2 владельца,1985,******|26,1.3 л / 75 л.с. / бензин,механическая,хэтчбек 5 дв.,525 ₽ / год,машина не на ходу стоит запрет на регистрационные действия связь с хозяином есть,передний,35 213 км,оригинал,левый,битый / не на ходу,растаможен,чёрный,40 000 ₽,рассмотрю варианты,,,,
2430,nissan,teana,z8n**************,3 или более,2011,,2.5 л / 182 л.с. / бензин,вариатор,седан,9 100 ₽ / год,"- выгода 60 000 рублей при покупке авто в trade-in - выгода 120 000 рублей при покупке в кредит - а также мы дарим набор подарков на сумму от 30 000 рублей - оформление кредита по двум документам за час - первоначальный взнос от 0% - процентная ставка от 4,9% годовых - каско не обязательно все автомобили, представленные в продаже, проходят диагностику по 47 пунктам.  основываясь на предпродажной подготовке, мы предоставляем 1 год технической гарантии. на автомобили предоставляется гарантия юридической чистоты в письменной форме. приглашаем на бесплатный тест-драйв! записаться на тест-драйв, а также получить подробную информацию можно у специалистов автоцентра по указанному номеру телефона.",передний,112 000 км,оригинал,левый,не требует ремонта,растаможен,чёрный,789 000 ₽,рассмотрю варианты,,,,
2431,nissan,x_trail,z8n**************,3 или более,2014,******|142,2.0 л / 141 л.с. / бензин,вариатор,внедорожник 5 дв.,1 974 ₽ / год,"автомобиль в отличном техническом состояний , весь в родной краске, в аварии не участвовал, 2 комплекта резины (новая зимняя резина goodyear, летняя continental один сезон) полный комплект ковриков в салоне и багажнике, новая сигнализация с а/з starline , новый акб, тонировка задней полусферы автомобиля. обслуживалась своевременно каждые 7500 т. км. последнее то произведено 25 января 2021. вложение не требует. остальные вопросы по телефону.",полный,88 050 км,дубликат,левый,не требует ремонта,растаможен,серебристый,1 070 000 ₽,рассмотрю варианты,,6 лет и 1 месяц,,
2432,renault,megane,vf1**************,2 владельца,2006,******|156,2.0 л / 136 л.с. / бензин,механическая,седан,2 040 ₽ / год,"комфортный и вместительный авто , все стекла родные,  без дтп,  полная комплектация , подогрев сидений,  все стеклоподьемники , электрозеркала , партроники, датчики дождя и света , линзованные фары,  шторки задних стёкол,  кожаный салон , климат контроль . машина без вложений   подвеска вся новая . по кузову максимум пару сколов . вмятит нет .",передний,160 000 км,оригинал,левый,не требует ремонта,растаможен,серый,328 000 ₽,,,,,
2433,vaz,2170,,3 или более,2013,******|159,1.6 л / 98 л.с. / бензин,механическая,седан,2 254 ₽ / год,"продам автомобиль от собственника приора 2013 г. компл. норма. вложений никаких не надо сел и поехал, все нужны расходы заменены. все вопросы оставшийся по телефону. торг имеется разумный.",передний,183 000 км,оригинал,левый,не требует ремонта,растаможен,синий,270 000 ₽,,,,,
2434,volkswagen,tiguan,xw8**************,1 владелец,2018,,1.4 л / 150 л.с. / бензин,роботизированная,внедорожник 5 дв.,3 000 ₽ / год,"⚡⚡⚡ вы можете получить скидку на данный автомобиль до 50 тыс. рублей. подробности уточняйте у менеджеров отдела продаж. ⚡⚡⚡ автомобиль прошел проверку 100%-ной юридической чистоты и представлен в гк ""регион 62""  ✅мы представлены на площадках в городах: рязань, липецк, тула и тамбов. ✅на сегодняшний момент на территории гк ""регион 62"" располагаются автосалоны официальных дилеров ⚡hyundai, chevrolet niva, mitsubishi, iveco и салон поддержанных автомобилей. ⚡ в наличии полный пакет документов!!!  при покупке данного автомобиля у нас вы получаете ряд преимуществ: ✅ возможность покупки автомобиля в кредит более чем от 5 банков партнеров!!!!..... всего по двум документам !!!..... без первоначального взноса !!! ✅обмен вашего автомобиля с дополнительной выгодой до ⚡50 тыс. руб⚡ ✅помощь квалифицированных продавцов-консультантов! ✅персональный тест-драйв! ✅оформление осаго и каско в день обращения! ✅юридическая гарантия! ✅помощь в постановке на учет и прекращение регистрационных действий! ⚡⚡⚡ расширенные условия программы государственной поддержки ⚡⚡⚡ максимально выгодное⚡ предложение на покупку автомобиля с пробегом в кредит в гк «регион 62» !!! ✅в нашем дилерском центре действуют программы «второй» и «семейный» автомобиль. вы получаете гарантированную скидку в размере 8%⚡,  при покупке авто в кредит, если цена приобретаемого авто до 800 000 руб.✅ комплектация: • антиблокировочная система • антипробуксовочная система • система курсовой устойчивости • подушки безопасности водителя • подушки безопасности пассажира • иммобилайзер • центральный замок • бортовой компьютер • круиз-контроль • парктроник передний и задний • датчик света • датчик дождя • усилитель руля • регулировка руля в двух плоскостях • регулировка сиденья водителя в двух плоскостях • регулировка сиденья пассажира в двух плоскостях • регулировка задних сидений  • электростеклоподъемники передние и задние • кондиционер • климат-контроль • подогрев сидений водителя и пассажира • обогрев зеркал • обогрев лобового стекла • обогрев заднего стекла • usb • mp3 • радио • функция apple carplay • функция android auto • bluetooth • aux • колонки • аудиоподготовка • мультифункциональное рулевое колесо • розетка 12v • тканевая обивка салона • темный салон • отделка кожей рычага кпп • кожаный руль • передний центральный подлокотник • складной столик на спинках передних сидений • накладки на пороги • задние тонированные стекла • противотуманные фары • адаптивные фары • огни дневного хода • корректор фар • фаркоп • птс • свидетельство о регистрации • 2 комплекта ключей • комплект тканневых ковриков • запасное колесо",полный,56 000 км,оригинал,левый,не требует ремонта,растаможен,серый,1 820 000 ₽,рассмотрю варианты,,,,
2435,bmw,x7,x4x**************,1 владелец,2019,******|58,3.0 л / 249 л.с. / дизель,автоматическая,внедорожник 5 дв.,18 675 ₽ / год,"машина комплектации м sport-pro, доукомплектовывалась",полный,31 000 км,оригинал,левый,не требует ремонта,растаможен,чёрный,6 997 000 ₽,,до декабря 2022,,,
2436,toyota,rav_4,jtm**************,2 владельца,2014,******|47,2.0 л / 146 л.с. / бензин,вариатор,внедорожник 5 дв.,2 920 ₽ / год,"легендарный rav4, автомобиль завоевавший доверие пользователей своей надежностью. автомобиль находится в отличном техническом состоянии. обслуживался в срок по регламенту , сервисная книга с отметками о прохождении то в наличии. комплектация, включает в себя: штатные выходы aux и usb, обогрев лобового стекла (нити обогрева), штатный многофункциональный монитор мультимедиа и много другое. мощный охранный комплекс с замком капота секретками для запуска автомобиля и автозапуском. салон автомобиля находится в изумительном состоянии, чистый и не прокуренный, оригинальные r17 литые диски, уже обуты в свежую зимнюю резину. за всю историю у автомобиля был всего два бережных собственника. автомобиль куплен и начал эксплуатироваться с конца 2014 года. оригинальный птс. полный комплект ключей и документов. мультимедиа (сd, aux, mp3) бортовой компьютер охранный комплекс электро зеркала электро стекла мультируль климат контроль обогрев сидений обогрев зеркал камера заднего вида противотуманные фары оригинальные r17 литые диски vin jtmydrev50d029695 для проверки пожалуйста",передний,97 000 км,оригинал,левый,не требует ремонта,растаможен,коричневый,1 440 000 ₽,,,,,
2437,infiniti,qx80,jn1**************,3 или более,2015,******|196,5.6 л / 405 л.с. / бензин,автоматическая,внедорожник 5 дв.,60 750 ₽ / год,"установлена новая зимняя резина дополнительный охранный комплекс: секретка передняя часть автомобиля в бронепленке: бампер, капот, фары, часть крыши, стойки, места под ручками дверей автомобиль продает автосалон dreamсar, инст dreamcar_premium удобный кредит с одобрением online обмен на ваш автомобиль",полный,128 296 км,оригинал,левый,не требует ремонта,растаможен,чёрный,2 399 999 ₽,рассмотрю варианты,,,,
2438,ford,focus,x9f**************,3 или более,2009,******|61,1.6 л / 100 л.с. / бензин,механическая,седан,800 ₽ / год,"авто на полном ходу, двигатель, коробка, подвеска без нареканий. все стёкла оригинальные, включая лобовое (с трещиной). птс оригинал, автотека чистая. свежая зимняя резина. требует мелких вложений, и по кузову покрасить 2-3 элемента.",передний,205 000 км,оригинал,левый,не требует ремонта,растаможен,серебристый,255 000 ₽,,,,,
2439,lexus,lx,jtj**************,1 владелец,2016,******|37,5.7 л / 367 л.с. / бензин,автоматическая,внедорожник 5 дв.,44 040 ₽ / год,"полная комплектация, один собственник, в отличном состоянии. летняя резина с дисками.",полный,162 000 км,оригинал,левый,не требует ремонта,растаможен,серый,5 200 000 ₽,,,,,
2440,chevrolet,niva,x9l**************,1 владелец,2006,******|777,1.7 л / 80 л.с. / бензин,механическая,внедорожник 5 дв.,400 ₽ / год,крымская 1 хозяин технически всё работает  ограничение снято 300рублей было самым быстрым хороший торг,полный,97 000 км,оригинал,левый,не требует ремонта,растаможен,серебристый,185 000 ₽,,,,,
2441,mazda,cx_5,rum**************,1 владелец,2019,,2.0 л / 150 л.с. / бензин,автоматическая,внедорожник 5 дв.,3 750 ₽ / год,"ключавто | автомобили с пробегом — направление автохолдинга ключавто, специализирующееся на покупке и продаже автомобилей с пробегом по всей россии! ✅ продажа; ☄️ обмен; ⏳ срочный выкуп; ⚡ комиссия; ✈️ юридическая чистота сделки; ☔ страховка осаго и каско на месте; ⭐ кредит по льготной ставке + скидка от 20 000 рублей до 50 000 рублей! ключавто | автомобили с пробегом – это всегда выгодно и надёжно! наши автосалоны автомобилей с пробегом открыты в 18 городах: краснодаре, минеральных водах, ставрополе, сочи, ростове-на-дону, новороссийске, горячем ключе, перми, челябинске, новосибирске, екатеринбурге, воронеже, белгороде, москве, тюмени, санкт-петербурге, курске и волгограде. *финансовые услуги предоставляют банки: пао банк втб, пао «совкомбанк», ооо «сетелем банк».",передний,30 959 км,оригинал,левый,не требует ремонта,растаможен,серый,1 879 000 ₽,рассмотрю варианты,,,,
2442,kia,rio,z94**************,2 владельца,2012,******|48,1.6 л / 123 л.с. / бензин,механическая,седан,3 444 ₽ / год,"coстoяние  кaк у новoй ,без преувеличeний,  вложeний не трeбуeт, свoeврeмeннoe oбcлуживания ,без  дтп, в pодной краскe,   пoдогрев  пepедниx сидeний ,зeркaл , пeрeдние противотумaнные фapы,  подoгрев лобoвoго стеклa, элeктpoзepкалa, 4 элeктростеклоподъемника,по двигателю, коробке, ходовой нареканий нет, сделал то , новые диски ,колодки в круг. оригинальный птс, сигнализация ,полный комплект ключей и документов. салоны, площадки и перекупщики не звоните!!!",передний,158 000 км,оригинал,левый,не требует ремонта,растаможен,чёрный,485 000 ₽,,,,,
2443,mercedes,r_klasse,wdc**************,2 владельца,2012,******|799,5.5 л / 388 л.с. / бензин,автоматическая,минивэн,58 200 ₽ / год,"r 500 отличный 7 - ми местный автомобиль для семейных поездок и для деловых встреч. в птс 2 регистрации, но в действительности автомобиль находился в одних руках. птс оригинал. автомобиль находится в отличном состоянии.  ни разу не подводил. эксплуатировался для поездок липецк - москва - санкт-петербург - липецк. пневмо подвеска  с регулировкой по 3 позициям ( стандарт, комфорт, спорт ). 2 ключа в наличии. запуск с кнопки. темпомат. регулировка по ограничению скорости. подогрев передних и задних сидений. вентиляция передних сидений. панорамная крыша. темно - светлый салон отлично гармонирует друг с другом. частичное бронирование кузова плёнкой. все то делались вовремя. в дтп не участвовал. автомобиль очень редкий, возможно единственный в россии.  ознакомиться с отчетом можно по адресу: https://avinfotelegraph.com/report/df869b57-c9dd-4ac4-84a6-77d3896b719a",полный,233 000 км,оригинал,левый,не требует ремонта,растаможен,серый,1 300 000 ₽,,,,,
2444,vaz,kalina,xta**************,3 или более,2011,******|134,1.4 л / 89 л.с. / бензин,механическая,универсал 5 дв.,801 ₽ / год,"продажа от собственника, все работает, не гремит, не стучит, кондиционер дует, недавно заменено масло в коробке и моторе, по кругу стойки ss20, фаркоп, лето и зима на штампах r-14. торг",передний,130 000 км,оригинал,левый,не требует ремонта,растаможен,серебристый,225 000 ₽,,,7 месяцев,,
2445,vaz,2106,xta**************,2 владельца,1986,******|08,1.6 л / 75 л.с. / бензин,механическая,седан,825 ₽ / год,"на ходу, на газу. всё работает",задний,300 000 км,оригинал,левый,не требует ремонта,растаможен,белый,42 000 ₽,,,,,
2446,vaz,2107,xta**************,1 владелец,2005,******|47,1.6 л / 74 л.с. / бензин,механическая,седан,1 776 ₽ / год,"авто в нормальном техническом состоянии, и внешнем. из плюсов стоит простая музыка, сигнализация, 75  аккумулятор. салон ухоженный, кузов в нормальном состоянии для своих лет, нужно менять пороги. + комплект летней резины на дисках, домкрат. все что нужно в ней есть, только нужно чуть-чуть приложить руки и из неё получится хороший автомобиль. перекупы мимо. за 10000 не отдам.",задний,148 000 км,оригинал,левый,не требует ремонта,растаможен,красный,65 000 ₽,,,,,
2447,vaz,2112,xta**************,1 владелец,2002,******|78,1.5 л / 92 л.с. / бензин,механическая,хэтчбек 5 дв.,2 208 ₽ / год,"хороший автомобиль с 1 владельцем за все время , служил верой и правдой все время ! 4 электро стекло подъемника, подогрев сидений! последняя время стоял так как был не нужен ! днище пороги двери целые ! мотор 16 клапанный !  есть жуки но не критично! сейчас помыт заправлен! готов к использованию! минус по внешнему виду подзамят капот, открылся на ходу! свет светит , тормоза хорошие, музыка есть! слабый акум! (лучше заменить) документы все птс ,стс на учёте стоит ! с полным переоформлением! в дтп не была. раз притёрли бампер у дома.",передний,109 000 км,оригинал,левый,не требует ремонта,растаможен,серый,69 000 ₽,,,,,
2448,bmw,x3,wba**************,2 владельца,2019,,2.0 л / 190 л.с. / дизель,автоматическая,внедорожник 5 дв.,9 500 ₽ / год,"отличный немецкий кроссовер bmw x3 в кузове g01 с превосходным надежным дизельным двигателем. автомобиль полностью в заводском окрасе автомобиль приобретался новым 25.05.2020 в официальном дилере bmw без дтп 2 ключа птс оригинал комплектация:  - климат- контроль - подогрев передних сидений - электропривод зеркал - датчики дождя и света - кнопка старт стоп - задний и передний парктроники - круиз- контроль  - двухзонный климат-конроль - кожаный салон - подогрев руля дополнительно на капот и крылья установлены защитная прозрачная пленка бережная эксплуатация, о чем может сказать отличное состояние салона и отсутствие дтп. автомобиль полностью в заводском окрасе. состояние нового автомобиля! автомобиль прошел комплексную диагностику всех узлов и агрегатов с проверкой юридической чистоты. рольф пулково | автомобили с пробегом — место, куда попадают лучшие из всех автомобилей с пробегом. в этом месяце у вас есть замечательная возможность приобрести bmw x3 на особых условиях. этот автомобиль уже прошел криминалистическую и юридическую проверку, а также комплексную диагностику. при покупке вы получаете лист с официальным заключением о состоянии автомобиля. специально для вас: ✅ более 400 автомобилей всех марок с гарантией официального дилера рольф. ✅ выгода при покупке в кредит до 3% от стоимости автомобиля. ✅ кредитование по ставке от 6,9% годовых (представлены все банки-партнеры). ✅ преимущество при трейд-ин до 50 000 рублей (под программу обмена подходят даже кредитные автомобили). ✅ услуга автоподбор за наш счет. рольф пулково | автомобили с пробегом. ⭐ лучший дилер по продажам автомобилей с пробегом в россии по данным автобизнесревю. команда рольф пулково ждёт вас ежедневно с 9:00 до 22:00 по адресу: санкт-петербург, стартовая улица, 4.",полный,11 500 км,оригинал,левый,не требует ремонта,растаможен,чёрный,3 147 000 ₽,рассмотрю варианты,до мая 2022,,,
2449,vaz,2112,xta**************,3 или более,2004,******|96,1.5 л / 92 л.с. / бензин,механическая,хэтчбек 5 дв.,230 ₽ / год,"собственник, без музыки,в родной краске, в авариях не участвовала, задние арки коррозия без дыр, в птс место есть, торг. все вопросы по телефону.",передний,156 000 км,оригинал,левый,не требует ремонта,растаможен,зелёный,73 000 ₽,,,3 года и 6 месяцев,,
2450,audi,rsq3,wua**************,2 владельца,2014,******|174,2.5 л / 310 л.с. / бензин,роботизированная,внедорожник 5 дв.,46 500 ₽ / год,"авто пушка гонка!)) ухоженная, обслуженная новые расходники и колодки. не крашенная. царапки на бампере были. заполировал.",полный,99 000 км,оригинал,левый,не требует ремонта,растаможен,синий,1 890 000 ₽,рассмотрю варианты,,,,
2451,mercedes,gls_klasse,wdc**************,2 владельца,2016,******|790,3.0 л / 249 л.с. / дизель,автоматическая,внедорожник 5 дв.,18 675 ₽ / год,"то по регламенту, летние шины в комплекте, 2 комплекта ключей, в салоне никогда не курили, оригинальный пробег",полный,62 500 км,оригинал,левый,не требует ремонта,растаможен,чёрный,4 490 000 ₽,,,,,
2452,tesla,model_x,5yj**************,1 владелец,2018,,333 л.с. / 245 квт / электро,автоматическая,внедорожник 5 дв.,49 950 ₽ / год,"model x 06 месяц 2018 модель 2019г рестайлинг  полный привод колёса r20  растаможена электронный птс на руках, покупатель становится первым собственником процессор intel,автопилот,в отличном состоянии сделан детейлинг и полировка +керамика 2 слоя салон эксклюзив nappa с перфорацией !!!",полный,21 000 км,оригинал,левый,не требует ремонта,растаможен,чёрный,5 750 000 ₽,рассмотрю варианты,,,,417 км
2453,vaz,2107,xta**************,1 владелец,2008,******|161,1.6 л / 73 л.с. / бензин,механическая,седан,584 ₽ / год,авто в рабочем состоянии сел и поехал инжектор за машиной следил есть по кузову небольшие недочёты на это скину.в дтп не была.,задний,92 000 км,оригинал,левый,не требует ремонта,растаможен,зелёный,90 000 ₽,,,12 лет и 4 месяца,,
2454,kia,soul,xwe**************,1 владелец,2017,,2.0 л / 150 л.с. / бензин,автоматическая,хэтчбек 5 дв.,5 250 ₽ / год,"ключавто | автомобили с пробегом — направление автохолдинга ключавто, специализирующееся на покупке и продаже автомобилей с пробегом по всей россии!  ✅ продажа; ☄️ обмен; ⏳ срочный выкуп;  ⚡ комиссия; ✈️ юридическая чистота сделки;  ☔ страховка осаго и каско на месте; ⭐ кредит по льготной ставке + скидка от 20 000 рублей до 70 000 рублей!",передний,34 730 км,оригинал,левый,не требует ремонта,растаможен,синий,1 199 000 ₽,рассмотрю варианты,,,,
2455,hyundai,creta,z94**************,1 владелец,2019,,2.0 л / 149 л.с. / бензин,автоматическая,внедорожник 5 дв.,5 215 ₽ / год,"ключавто | автомобили с пробегом — направление автохолдинга ключавто, специализирующееся на покупке и продаже автомобилей с пробегом по всей россии!  ✅ продажа; ☄️ обмен; ⏳ срочный выкуп;  ⚡ комиссия; ✈️ юридическая чистота сделки;  ☔ страховка осаго и каско на месте; ⭐ кредит по льготной ставке + скидка от 20 000 рублей до 70 000 рублей! ...............................................................................................................................................................",полный,10 300 км,оригинал,левый,не требует ремонта,растаможен,серый,1 680 000 ₽,рассмотрю варианты,,,,
2456,vaz,2107,xta**************,3 или более,2006,******|96,1.6 л / 74 л.с. / бензин,механическая,седан,185 ₽ / год,"для истинных ценителей автоваза. 3 владельца.  оригинальный птс пробег 80000км, последние 6 лет стояла в сухом гараже, на «пеньках», как должно быть по уму, не эксплуатировалась, запустилась с пол оборота, что бито, то заменено (левый бок. крыло, дверь, крыло) не крашена, не гнилая, слегка полезли незначительные рыжики.  железо родное.  всё в оригинале.  езжу на ней меньше года. замена масла каждый 8000, то в сервисе, запчасти подороже. (не fenox) резина зима/лето.  дрифтом не избалована.  в подарок магнитный держатель для телефона, который идеально вписывается в ваз.  чехлы по мелочи есть к чему приложить руки, а так в общем то на полном ходу!",задний,80 000 км,оригинал,левый,не требует ремонта,растаможен,синий,73 000 ₽,,,,,
